"corpus","hin_news_2019"
"खुश",728
"बुरी",728
"ऐप",728
"पत्रकारों",727
"सबूत",727
"चेहरे",726
"डायरेक्टर",726
"महीनों",726
"मना",726
"मान",725
"कार्यालय",725
"सुविधा",725
"बलों",724
"बढ़ोतरी",724
"वोटिंग",723
"प्रयोग",723
"सर्विस",722
"रश्मि",721
"कैमरे",721
"अनुभव",721
"तारीफ",721
"देखी",720
"डॉक्टरों",720
"बच्ची",719
"चेन्नई",719
"चलने",719
"बढ़ती",718
"लड़ने",718
"ऑफर",718
"संगठनों",717
"प्रोजेक्ट",717
"राफेल",716
"कहने",715
"जोर",715
"डीजल",714
"अकेले",714
"2015",714
"करतारपुर",713
"तिमाही",713
"निकाल",712
"स्वामी",712
"टॉप",710
"ट्रक",709
"शी",708
"गिरफ्तारी",707
"जियो",707
"आर्मी",707
"दिखा",707
"देशभर",707
"अर्जुन",707
"दिलचस्प",706
"लैंडर",706
"समझौता",706
"वोटों",706
"मॉडल",705
"हवाले",705
"गिर",704
"बाढ़",704
"स्टेट",704
"वित्तीय",703
"निर्दलीय",702
"90",702
"विडियो",701
"यात्रियों",700
"जिनके",700
"ऑनलाइन",700
"कोच",699
"रेल",698
"अंतरिक्ष",698
"बाल",698
"सीरिया",698
"पुरानी",697
"बेंच",697
"बीमारी",697
"स्थापित",697
"जाएं",695
"भुगतान",694
"देखें",694
"आंकड़ा",693
"तोड़",692
"योगदान",692
"परेशानी",691
"खतरा",691
"न्यू",690
"विशाल",689
"चोट",689
"रजिस्टर",689
"दस",689
"जैन",688
"बोला",688
"कपिल",688
"लाया",688
"पुरस्कार",687
"सुनिश्चित",686
"कंपनियां",686
"परिवर्तन",686
"इजाजत",686
"200",686
"कितने",685
"कितनी",684
"आरबीआई",683
"वन",683
"जाए।",681
"नौ",681
"लगाते",679
"मशहूर",678
"जंग",678
"सम्मेलन",678
"पड़े",677
"मुसलमान",675
"बेहतरीन",673
"शूटिंग",673
"जल्दी",672
"सक्रिय",672
"बरामद",671
"कमलनाथ",671
"ट्रस्ट",670
"इनकी",670
"मत",667
"लंबी",667
"आना",667
"बैटरी",666
"पड़ोसी",666
"बलात्कार",666
"निफ्टी",665
"ग्रामीण",664
"जीएसटी",664
"सिर",664
"फैंस",663
"चेयरमैन",663
"लीटर",661
"ग्राहक",659
"चौथे",659
"श्रीनगर",659
"जबरदस्त",657
"निकालने",657
"मनमोहन",657
"करें।",656
"रोजगार",655
"इंसान",654
"टाटा",653
"नाराज",653
"एजेंसियों",652
"किताब",652
"चुना",652
"गैस",652
"बचा",652
"कंट्रोल",652
"पंत",652
"बजाय",651
"रहेगी",651
"भवन",650
"कमजोर",649
"लुक",649
"सर्वोच्च",648
"आईसीसी",648
"अरुण",647
"बदले",647
"सर्वे",647
"जुर्माना",647
"ड्रोन",646
"उद्योग",646
"यहाँ",646
"हड़ताल",644
"पूर्वी",643
"प्रदान",643
"ताकत",643
"आसानी",643
"स्कूलों",643
"जुड़ा",642
"बाइक",641
"ऑफ़",641
"आरएसएस",640
"लंदन",639
"मनोज",638
"रखे",638
"किये",638
"वेस्ट",637
"80",637
"बढ़कर",637
"आएगा",637
"लाखों",636
"गूगल",635
"फायरिंग",635
"फ़ीसदी",634
"रिश्ते",634
"फ़िल्म",633
"कामयाब",633
"पकड़",633
"तीसरी",632
"थोड़ा",632
"लीग",632
"हुड्डा",631
"कारोबारी",631
"सीएए",629
"स्थल",627
"निकाला",627
"रहीं",627
"शराब",626
"समाचार",626
"खट्टर",625
"वार्ता",625
"500",624
"अगुवाई",624
"कानूनी",624
"कंटेस्टेंट्स",623
"सफर",623
"अंतर",623
"ट्रैफिक",622
"सख्त",621
"गेंदों",621
"हो।",621
"रिसर्च",621
"पावर",621
"देवी",620
"गेंदबाज",620
"प्लास्टिक",619
"चोरी",618
"छोड़ने",617
"न्यायाधीश",617
"नही",617
"पर्यावरण",616
"galaxy",615
"वाहनों",615
"सुनाई",615
"मोर्चा",614
"दावे",614
"तत्कालीन",614
"देरी",613
"लें",612
"दर्शकों",612
"अगली",612
"निपटने",611
"गहलोत",611
"कीमतों",611
"परिवारों",610
"मंदी",610
"ख़बर",609
"एफआईआर",609
"घोटाले",608
"टूट",608
"लौट",608
"सफाई",607
"इंजन",607
"आतंकवादियों",607
"चार्ज",607
"समीक्षा",606
"फंड",605
"मानवाधिकार",605
"वर्षीय",605
"पश्चिमी",604
"गाना",604
"पराली",603
"बुलाया",603
"मिश्रा",603
"दोषियों",603
"निगरानी",603
"वॉर",603
"आदिवासी",602
"मीटर",602
"नारे",602
"समाजवादी",601
"एयरटेल",601
"चुने",601
"बिजनेस",601
"थाना",601
"यूज",601
"आवेदन",600
"प्राइवेट",600
"निर्भया",599
"चैनल",599
"लड़कियों",598
"टाइम्स",598
"उदाहरण",598
"वारदात",598
"पुरुष",597
"साथी",596
"जयंती",596
"पाटिल",596
"डांस",595
"पेड़",595
"समाधान",594
"न्यायिक",593
"फीस",593
"छोटी",593
"सोरेन",593
"सुनील",593
"बताई",592
"संस्कृति",592
"तत्काल",590
"डे",590
"परिसर",589
"डिप्टी",588
"बढ़ावा",588
"कार्तिक",587
"बदला",587
"दर्जा",587
"व्यक्त",587
"पुलिसकर्मियों",587
"अब्दुल्ला",586
"थोड़ी",586
"जेएनयू",586
"सामान",586
"मंत्रिमंडल",586
";",586
"सका",586
"इंदिरा",585
"ऑल",584
"नेपाल",583
"रेड्डी",583
"शासित",583
"संग",583
"किशोर",583
"हेमंत",583
"सेमीफाइनल",582
"डाल",582
"अफ़ग़ानिस्तान",582
"माने",582
"झूठ",581
"सैनिकों",579
"कमलेश",579
"मजबूर",579
"गोयल",578
"मिलते",578
"जाति",577
"सवार",577
"बातों",576
"ट्रेलर",576
"ज़रूरी",576
"जताया",575
"सीनियर",575
"प्रदर्शनों",575
"एकता",574
"दूरी",574
"मुख्यालय",574
"ए",573
"ड्राइवर",573
"टीएमसी",573
"यूरोपीय",572
"तेलंगाना",572
"+",572
"नारायण",572
"मात्रा",571
"औसत",570
"बाबा",570
"समान",570
"साध्वी",569
"दिक्कत",568
"उन्नाव",568
"इस्लामिक",568
"मनोहर",568
"पार्क",567
"शहीद",566
"गलती",566
"अलर्ट",566
"टक्कर",566
"कॉरिडोर",566
"35",565
"सवालों",565
"हिंदुस्तान",565
"उतर",565
"रियर",564
"caa",564
"रावत",563
"मिलाकर",563
"हजारों",562
"कमरे",562
"टास्क",562
"मारा",561
"साफ़",561
"बदलने",560
"इसको",560
"बाहरी",559
"जेडीयू",559
"हवाला",559
"अंकों",559
"इसपर",558
"शब्द",558
"फ्रांस",558
"जानी",557
"अवधि",557
"बनकर",557
"तृणमूल",556
"फ्री",556
"नाकाम",556
"पुनर्विचार",556
"हक",556
"एक-दूसरे",556
"सारा",555
"हुसैन",555
"बतौर",555
"आयात",554
"हंगामा",554
"पायलट",554
"प्रबंधन",553
"खड़ी",553
"पब्लिक",553
"ख़ास",553
"खतरनाक",552
"लिमिटेड",551
"जाया",551
"शाहरुख",551
"अनिल",550
"बाबरी",549
"कृषि",549
"इंदौर",548
"सुना",548
"अग्रवाल",548
"नेटवर्क",548
"निधन",547
"सकें",547
"चिन्मयानंद",547
"अख़बार",547
"यात्री",547
"सरकारों",547
"अनुरोध",547
"बढ़ी",546
"पुलिसकर्मी",546
"रकम",546
"भरा",545
"ट्रेनिंग",545
"मायावती",545
"साहित्य",544
"शहनाज",544
"खरीदने",544
"300",543
"तूफान",542
"कमिश्नर",542
"जेटली",542
"सा",542
"मालिक",542
"आयुष्मान",541
"लगाकर",540
"टाइम",540
"अध्यक्षता",539
"ग्रोथ",539
"ट्रेड",539
"जेजेपी",539
"नियुक्त",539
"आंध्र",538
"इंटरनेशनल",538
"भेजने",535
"सके।",535
"छात्रा",534
"फीचर",534
"।",534
"असल",534
"फ्रंट",534
"नियुक्ति",533
"राष्ट्रवादी",533
"गेम",532
"एपिसोड",532
"किलो",532
"रैम",532
"रही।",531
"एक्सप्रेस",531
"उतारा",531
"डील",531
"पूछे",530
"काउंसिल",530
"संस्था",530
"गेट",528
"हिंदुओं",528
"कैच",527
"मनाया",526
"पहुंचाने",525
"नहीं।",525
"शक्ति",524
"इवेंट",524
"यूनियन",524
"अधिनियम",523
"प्रधान",522
"निशान",522
"पार्टियां",522
"कहता",521
"आईपीएल",521
"नोएडा",521
"सिद्धू",520
"दर्द",520
"शर्त",519
"सुस्ती",518
"कब्जा",518
"गडकरी",517
"व्यापारी",517
"भरी",517
"ऑप्शन",517
